paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes
P10653,YM,SumPCB_ngg,2.00,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1 direct read; sum of 19 PCB congeners (12 dl-PCB + 6 indicator + CB-209); MinerU merged YM/XQ rows; verified via text avg 4.31"
P10653,YM,SumPBDE_ngg,0.51,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1 direct read; sum of 13 PBDE congeners excl BDE-209; MinerU merged YM/XQ rows; verified via text avg 0.56"
P10653,XQ,SumPCB_ngg,0.94,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1 direct read; sum of 19 PCB congeners; values from YM row second set (MinerU merged rows); verified via text avg 4.31"
P10653,XQ,SumPBDE_ngg,0.28,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1 direct read; sum of 13 PBDE congeners excl BDE-209; values from YM row second set (MinerU merged rows); verified via text avg 0.56"
P10653,TT,SumPCB_ngg,0.43,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1 direct read; sum of 19 PCB congeners; values from mislabeled xQ row (TT data); verified via text range min 0.43 and avg 4.31"
P10653,TT,SumPBDE_ngg,0.09,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1 direct read; sum of 13 PBDE congeners excl BDE-209; values from mislabeled xQ row (TT data); verified via text range min 0.09 and avg 0.56"
P10653,GQ,SumPCB_ngg,0.57,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1 direct read; sum of 19 PCB congeners (12 dl-PCB + 6 indicator + CB-209)"
P10653,GQ,SumPBDE_ngg,0.16,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1 direct read; sum of 13 PBDE congeners excl BDE-209"
P10653,SB,SumPCB_ngg,0.88,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1 direct read; sum of 19 PCB congeners (12 dl-PCB + 6 indicator + CB-209)"
P10653,SB,SumPBDE_ngg,0.20,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1 direct read; sum of 13 PBDE congeners excl BDE-209"
P10653,YQ,SumPCB_ngg,2.51,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1 direct read; sum of 19 PCB congeners (12 dl-PCB + 6 indicator + CB-209)"
P10653,YQ,SumPBDE_ngg,0.50,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1 direct read; sum of 13 PBDE congeners excl BDE-209"
P10653,ToY,SumPCB_ngg,1.53,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1 direct read; sum of 19 PCB congeners (12 dl-PCB + 6 indicator + CB-209)"
