group,mean_abs_shap,mean_signed,n_features,members,direction,contribution_share,category
缺失指示_萘,0.000935,0.0009354291147316755,1,['x_missing_萘'],positive,0.003229,missing_signal
缺失指示_SoilBD_gcm3,0.00038,-0.0003795170784427317,1,['x_missing_SoilBD_gcm3'],negative,0.00131,missing_signal
缺失指示_Ni_mgkg,0.000308,0.00030795260940472824,1,['x_missing_Ni_mgkg'],positive,0.001063,missing_signal
缺失指示_gee_soc_g_kg,0.000299,-0.00017802270856392366,1,['x_missing_gee_soc_g_kg'],negative,0.001033,missing_signal
缺失指示_Cu_mgkg,0.000214,0.0002142722158823535,1,['x_missing_Cu_mgkg'],positive,0.00074,missing_signal
缺失指示_Zn_mgkg,0.000162,0.00016226209185181374,1,['x_missing_Zn_mgkg'],positive,0.00056,missing_signal
缺失指示_Cd_mgkg,3e-05,3.0034998055606365e-05,1,['x_missing_Cd_mgkg'],positive,0.000104,missing_signal
缺失指示_Hg_mgkg,2.2e-05,2.212740748365679e-05,1,['x_missing_Hg_mgkg'],positive,7.6e-05,missing_signal
缺失指示_pH,1.9e-05,-1.871109543097182e-05,1,['x_missing_pH'],negative,6.5e-05,missing_signal
缺失指示_As_mgkg,1.7e-05,1.7443288434645135e-05,1,['x_missing_As_mgkg'],positive,6e-05,missing_signal
缺失指示_PFAS_total,7e-06,-6.8230296123738846e-06,1,['x_missing_PFAS_total'],negative,2.4e-05,missing_signal
缺失指示_䓛,4e-06,3.7534919920613022e-06,1,['x_missing_䓛'],positive,1.3e-05,missing_signal
缺失指示_PAEs_total,3e-06,2.9056828616934667e-06,1,['x_missing_PAEs_total'],positive,1e-05,missing_signal
缺失指示_坡度,1e-06,1.2087601406796986e-06,1,['x_missing_坡度'],positive,4e-06,missing_signal
缺失指示_BaP_ngg,1e-06,2.824261442338774e-07,1,['x_missing_BaP_ngg'],positive,3e-06,missing_signal
缺失指示_PCBs_total,1e-06,-8.605351553426896e-07,1,['x_missing_PCBs_total'],negative,3e-06,missing_signal
"缺失指示_二苯并[a,h]蒽",0.0,4.109553826375431e-07,1,"['x_missing_二苯并[a,h]蒽']",positive,1e-06,missing_signal
"缺失指示_茚并[1,2,3-cd]芘",0.0,3.9198498888160394e-07,1,"['x_missing_茚并[1,2,3-cd]芘']",positive,1e-06,missing_signal
缺失指示_gee_ndvi,0.0,-3.3441745216922895e-07,1,['x_missing_gee_ndvi'],negative,1e-06,missing_signal
缺失指示_PAHs_total,0.0,-3.5272295845841723e-07,1,['x_missing_PAHs_total'],negative,1e-06,missing_signal
缺失指示_gee_aspect_deg,0.0,2.437331201182008e-07,1,['x_missing_gee_aspect_deg'],positive,1e-06,missing_signal
缺失指示_gee_elevation_m,0.0,-2.122911518161534e-07,1,['x_missing_gee_elevation_m'],negative,1e-06,missing_signal
缺失指示_PBDEs_total,0.0,-1.6336047850798648e-07,1,['x_missing_PBDEs_total'],negative,1e-06,missing_signal
缺失指示_苯并[k]荧蒽,0.0,-8.381097776546146e-08,1,['x_missing_苯并[k]荧蒽'],negative,0.0,missing_signal
缺失指示_gee_temp_mean_c,0.0,7.84641532728048e-08,1,['x_missing_gee_temp_mean_c'],positive,0.0,missing_signal
缺失指示_苯并[a]蒽,0.0,-5.987781504522488e-08,1,['x_missing_苯并[a]蒽'],negative,0.0,missing_signal
缺失指示_gee_precip_annual_mm,0.0,1.8434247580914195e-08,1,['x_missing_gee_precip_annual_mm'],positive,0.0,missing_signal
缺失指示_SumDDTs_ngg,0.0,0.0,1,['x_missing_SumDDTs_ngg'],positive,0.0,missing_signal
缺失指示_EC_mScm,0.0,0.0,1,['x_missing_EC_mScm'],positive,0.0,missing_signal
缺失指示_Pb_mgkg,0.0,0.0,1,['x_missing_Pb_mgkg'],positive,0.0,missing_signal
缺失指示_gee_slope_deg,0.0,0.0,1,['x_missing_gee_slope_deg'],positive,0.0,missing_signal
缺失指示_gee_silt_pct,0.0,0.0,1,['x_missing_gee_silt_pct'],positive,0.0,missing_signal
缺失指示_gee_sand_pct,0.0,0.0,1,['x_missing_gee_sand_pct'],positive,0.0,missing_signal
缺失指示_gee_nitrogen_g_kg,0.0,0.0,1,['x_missing_gee_nitrogen_g_kg'],positive,0.0,missing_signal
缺失指示_TPH_ngg,0.0,0.0,1,['x_missing_TPH_ngg'],positive,0.0,missing_signal
缺失指示_gee_bulk_density_g_cm3,0.0,0.0,1,['x_missing_gee_bulk_density_g_cm3'],positive,0.0,missing_signal
缺失指示_gee_cec_cmol_kg,0.0,0.0,1,['x_missing_gee_cec_cmol_kg'],positive,0.0,missing_signal
缺失指示_gee_clay_pct,0.0,0.0,1,['x_missing_gee_clay_pct'],positive,0.0,missing_signal
缺失指示_SumHCHs_ngg,0.0,0.0,1,['x_missing_SumHCHs_ngg'],positive,0.0,missing_signal
缺失指示_TN_gkg,0.0,0.0,1,['x_missing_TN_gkg'],positive,0.0,missing_signal
缺失指示_CEC_cmolkg,0.0,0.0,1,['x_missing_CEC_cmolkg'],positive,0.0,missing_signal
缺失指示_Cr_mgkg,0.0,0.0,1,['x_missing_Cr_mgkg'],positive,0.0,missing_signal
缺失指示_OC_pct,0.0,0.0,1,['x_missing_OC_pct'],positive,0.0,missing_signal
缺失指示_二苯并[ah]蒽,0.0,0.0,1,['x_missing_二苯并[ah]蒽'],positive,0.0,missing_signal
缺失指示_gee_soil_pH,0.0,0.0,1,['x_missing_gee_soil_pH'],positive,0.0,missing_signal
缺失指示_ph,0.0,0.0,1,['x_missing_ph'],positive,0.0,missing_signal
缺失指示_茚并[123-cd]芘,0.0,0.0,1,['x_missing_茚并[123-cd]芘'],positive,0.0,missing_signal
缺失指示_有效磷,0.0,0.0,1,['x_missing_有效磷'],positive,0.0,missing_signal
缺失指示_水解性氮,0.0,0.0,1,['x_missing_水解性氮'],positive,0.0,missing_signal
缺失指示_苯并[b]荧蒽,0.0,0.0,1,['x_missing_苯并[b]荧蒽'],positive,0.0,missing_signal
缺失指示_铍,0.0,0.0,1,['x_missing_铍'],positive,0.0,missing_signal
缺失指示_钴,0.0,0.0,1,['x_missing_钴'],positive,0.0,missing_signal
