paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes
P11456,高污染0-20cm,Cd_mgkg,103.265,mg/kg,Table 5,soil,smelting,Liaoning,"复合样(5点混合), Table 5直接读取"
P11456,高污染0-20cm,Pb_mgkg,376.912,mg/kg,Table 5,soil,smelting,Liaoning,"复合样(5点混合), Table 5直接读取"
P11456,高污染0-20cm,Cr_mgkg,74.306,mg/kg,Table 5,soil,smelting,Liaoning,"复合样(5点混合), Table 5直接读取"
P11456,高污染0-20cm,As_mgkg,41.256,mg/kg,Table 5,soil,smelting,Liaoning,"复合样(5点混合), Table 5直接读取"
P11456,高污染0-20cm,Cu_mgkg,85.730,mg/kg,Table 5,soil,smelting,Liaoning,"复合样(5点混合), Table 5直接读取"
P11456,高污染0-20cm,Ni_mgkg,83.112,mg/kg,Table 5,soil,smelting,Liaoning,"复合样(5点混合), Table 5直接读取"
P11456,高污染0-20cm,Sum_PAH_ngg,1193.071,ng/g,Table 3,soil,smelting,Liaoning,"复合样(5点混合), 16 EPA单体求和(NAP+ANY+ANA+FLU+PHE+ANT+FLT+PYR+BAA+CHR+BBF+BKF+BAP+IPY+DBA+BPE)"
P11456,高污染0-20cm,BaP_ngg,108.314,ng/g,Table 3,soil,smelting,Liaoning,"复合样(5点混合), Table 3 BAP列直接读取"
P11456,高污染20-40cm,Cd_mgkg,102.840,mg/kg,Table 5,soil,smelting,Liaoning,"复合样(5点混合), Table 5直接读取"
P11456,高污染20-40cm,Pb_mgkg,107.591,mg/kg,Table 5,soil,smelting,Liaoning,"复合样(5点混合), Table 5直接读取"
P11456,高污染20-40cm,Cr_mgkg,54.111,mg/kg,Table 5,soil,smelting,Liaoning,"复合样(5点混合), Table 5直接读取"
P11456,高污染20-40cm,As_mgkg,15.684,mg/kg,Table 5,soil,smelting,Liaoning,"复合样(5点混合), Table 5直接读取"
P11456,高污染20-40cm,Cu_mgkg,25.796,mg/kg,Table 5,soil,smelting,Liaoning,"复合样(5点混合), Table 5直接读取"
P11456,高污染20-40cm,Ni_mgkg,66.124,mg/kg,Table 5,soil,smelting,Liaoning,"复合样(5点混合), Table 5直接读取"
P11456,高污染20-40cm,Sum_PAH_ngg,424.303,ng/g,Table 3,soil,smelting,Liaoning,"复合样(5点混合), 16 EPA单体求和(NAP+ANY+ANA+FLU+PHE+ANT+FLT+PYR+BAA+CHR+BBF+BKF+BAP+IPY+DBA+BPE)"
P11456,高污染20-40cm,BaP_ngg,28.488,ng/g,Table 3,soil,smelting,Liaoning,"复合样(5点混合), Table 3 BAP列直接读取"
P11456,中污染0-20cm,Cd_mgkg,92.233,mg/kg,Table 5,soil,smelting,Liaoning,"复合样(5点混合), Table 5直接读取"
