paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes
P01783,Soil-1,SumPBDE_ngg,49.1,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ11PBDE,原单位ng/kg dw ÷1000转ng/g"
P01783,Soil-1,SumPCB_ngg,0.291,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ18PCB,原单位ng/kg dw ÷1000转ng/g"
P01783,Soil-2,SumPBDE_ngg,3.16,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ11PBDE,原单位ng/kg dw ÷1000转ng/g"
P01783,Soil-2,SumPCB_ngg,0.167,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ18PCB,原单位ng/kg dw ÷1000转ng/g"
P01783,Soil-3,SumPBDE_ngg,6.71,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ11PBDE,原单位ng/kg dw ÷1000转ng/g"
P01783,Soil-3,SumPCB_ngg,0.247,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ18PCB,原单位ng/kg dw ÷1000转ng/g"
P01783,Soil-4,SumPBDE_ngg,2.84,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ11PBDE,原单位ng/kg dw ÷1000转ng/g"
P01783,Soil-4,SumPCB_ngg,0.236,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ18PCB,原单位ng/kg dw ÷1000转ng/g"
P01783,Soil-5,SumPBDE_ngg,0.344,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ11PBDE,原单位ng/kg dw ÷1000转ng/g"
P01783,Soil-5,SumPCB_ngg,0.0513,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ18PCB,原单位ng/kg dw ÷1000转ng/g"
P01783,Soil-6,SumPBDE_ngg,32.5,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ11PBDE,原单位ng/kg dw ÷1000转ng/g;论文标注为离群点"
P01783,Soil-6,SumPCB_ngg,0.46,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ18PCB,原单位ng/kg dw ÷1000转ng/g;论文标注为离群点"
P01783,Soil-7,SumPBDE_ngg,0.683,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ11PBDE,原单位ng/kg dw ÷1000转ng/g"
P01783,Soil-7,SumPCB_ngg,0.151,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ18PCB,原单位ng/kg dw ÷1000转ng/g"
P01783,Soil-8,SumPBDE_ngg,7.09,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ11PBDE,原单位ng/kg dw ÷1000转ng/g"
P01783,Soil-8,SumPCB_ngg,0.222,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ18PCB,原单位ng/kg dw ÷1000转ng/g"
P01783,Soil-9,SumPBDE_ngg,7.44,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ11PBDE,原单位ng/kg dw ÷1000转ng/g"
P01783,Soil-9,SumPCB_ngg,0.224,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ18PCB,原单位ng/kg dw ÷1000转ng/g"
P01783,Soil-10,SumPBDE_ngg,1.61,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ11PBDE,原单位ng/kg dw ÷1000转ng/g"
P01783,Soil-10,SumPCB_ngg,0.092,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ18PCB,原单位ng/kg dw ÷1000转ng/g"
P01783,Soil-11,SumPBDE_ngg,4.92,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ11PBDE,原单位ng/kg dw ÷1000转ng/g"
P01783,Soil-11,SumPCB_ngg,0.255,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ18PCB,原单位ng/kg dw ÷1000转ng/g"
P01783,Soil-12,SumPBDE_ngg,69.3,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ11PBDE,原单位ng/kg dw ÷1000转ng/g;论文标注为离群点(邻近公路+露天焚烧)"
P01783,Soil-12,SumPCB_ngg,1.84,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ18PCB,原单位ng/kg dw ÷1000转ng/g;论文标注为离群点"
P01783,Soil-13,SumPBDE_ngg,1.8,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ11PBDE,原单位ng/kg dw ÷1000转ng/g"
P01783,Soil-13,SumPCB_ngg,0.102,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ18PCB,原单位ng/kg dw ÷1000转ng/g"
P01783,Soil-14,SumPBDE_ngg,6.21,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ11PBDE,原单位ng/kg dw ÷1000转ng/g"
P01783,Soil-14,SumPCB_ngg,0.19,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ18PCB,原单位ng/kg dw ÷1000转ng/g"
P01783,Soil-15,SumPBDE_ngg,1.57,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ11PBDE,原单位ng/kg dw ÷1000转ng/g"
P01783,Soil-15,SumPCB_ngg,0.164,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ18PCB,原单位ng/kg dw ÷1000转ng/g"
P01783,Soil-16,SumPBDE_ngg,2.26,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ11PBDE,原单位ng/kg dw ÷1000转ng/g"
P01783,Soil-16,SumPCB_ngg,0.139,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ18PCB,原单位ng/kg dw ÷1000转ng/g"
P01783,Soil-17,SumPBDE_ngg,3.03,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ11PBDE,原单位ng/kg dw ÷1000转ng/g"
P01783,Soil-17,SumPCB_ngg,0.322,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ18PCB,原单位ng/kg dw ÷1000转ng/g"
P01783,Soil-18,SumPBDE_ngg,6.14,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ11PBDE,原单位ng/kg dw ÷1000转ng/g"
P01783,Soil-18,SumPCB_ngg,0.411,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ18PCB,原单位ng/kg dw ÷1000转ng/g"
P01783,Soil-19,SumPBDE_ngg,9.71,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ11PBDE,原单位ng/kg dw ÷1000转ng/g"
P01783,Soil-19,SumPCB_ngg,0.234,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ18PCB,原单位ng/kg dw ÷1000转ng/g"
P01783,Soil-20,SumPBDE_ngg,4.91,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ11PBDE,原单位ng/kg dw ÷1000转ng/g"
P01783,Soil-20,SumPCB_ngg,0.145,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ18PCB,原单位ng/kg dw ÷1000转ng/g"
P01783,Soil-21,SumPBDE_ngg,38.8,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ11PBDE,原单位ng/kg dw ÷1000转ng/g;论文标注为离群点(下风向+村庄露天焚烧)"
P01783,Soil-21,SumPCB_ngg,0.417,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ18PCB,原单位ng/kg dw ÷1000转ng/g"
P01783,Soil-22,SumPBDE_ngg,3.74,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ11PBDE,原单位ng/kg dw ÷1000转ng/g"
P01783,Soil-22,SumPCB_ngg,0.103,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ18PCB,原单位ng/kg dw ÷1000转ng/g"
P01783,Soil-23,SumPBDE_ngg,5.88,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ11PBDE,原单位ng/kg dw ÷1000转ng/g"
P01783,Soil-23,SumPCB_ngg,0.232,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ18PCB,原单位ng/kg dw ÷1000转ng/g"
P01783,Soil-24,SumPBDE_ngg,2.47,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ11PBDE,原单位ng/kg dw ÷1000转ng/g"
P01783,Soil-24,SumPCB_ngg,0.179,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ18PCB,原单位ng/kg dw ÷1000转ng/g"
P01783,Soil-25,SumPBDE_ngg,2.08,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ11PBDE,原单位ng/kg dw ÷1000转ng/g"
P01783,Soil-25,SumPCB_ngg,0.226,ng/g,Table 1,soil,e_waste,Zhejiang,"Table 1直接读取Σ18PCB,原单位ng/kg dw ÷1000转ng/g"
