paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
s12403-023-00534-3,s12403-023-00534-3_Arithmetic_Mean,Sum_PAH_ngg,33.7,Unknown,table_p5_ri1_ci2,soil,,,phase14_batch2; matrix=score=185:high; conf=medium; flag=,,
s12403-023-00534-3,s12403-023-00534-3_Geometric_mean,Sum_PAH_ngg,27.0,Unknown,table_p5_ri1_ci3,soil,,,phase14_batch2; matrix=score=185:high; conf=medium; flag=,,
s12403-023-00534-3,s12403-023-00534-3_Median,Sum_PAH_ngg,21.5,Unknown,table_p5_ri1_ci4,soil,,,phase14_batch2; matrix=score=185:high; conf=medium; flag=,,
s12403-023-00534-3,s12403-023-00534-3_Standard_deviation,Sum_PAH_ngg,28.4,Unknown,table_p5_ri1_ci5,soil,,,phase14_batch2; matrix=score=185:high; conf=medium; flag=,,
s12403-023-00534-3,s12403-023-00534-3_Variation_coefficient_(%),Sum_PAH_ngg,84.5,Unknown,table_p5_ri1_ci6,soil,,,phase14_batch2; matrix=score=185:high; conf=medium; flag=,,
s12403-023-00534-3,s12403-023-00534-3_Skewness,Sum_PAH_ngg,2.55,Unknown,table_p5_ri1_ci7,soil,,,phase14_batch2; matrix=score=185:high; conf=medium; flag=,,
s12403-023-00534-3,s12403-023-00534-3_Kurtosis,Sum_PAH_ngg,7.0,Unknown,table_p5_ri1_ci8,soil,,,phase14_batch2; matrix=score=185:high; conf=medium; flag=,,
s12403-023-00534-3,s12403-023-00534-3_Range,Sum_PAH_ngg,141.0,Unknown,table_p5_ri1_ci9,soil,,,phase14_batch2; matrix=score=185:high; conf=medium; flag=,,
s12403-023-00534-3,s12403-023-00534-3_Minimum,Sum_PAH_ngg,9.93,Unknown,table_p5_ri1_ci10,soil,,,phase14_batch2; matrix=score=185:high; conf=medium; flag=,,
s12403-023-00534-3,s12403-023-00534-3_Maximum,Sum_PAH_ngg,151.0,Unknown,table_p5_ri1_ci11,soil,,,phase14_batch2; matrix=score=185:high; conf=medium; flag=,,
s12403-023-00534-3,"s12403-023-00534-3_Miami,_USA",Sum_PAH_ngg,1600.0,Unknown,table_p6_ri2_ci9,soil,,,phase14_batch2; matrix=score=185:high; conf=high; flag=,,
s12403-023-00534-3,"s12403-023-00534-3_Milwaukee,_USA",Sum_PAH_ngg,7869.0,Unknown,table_p6_ri4_ci9,soil,,,phase14_batch2; matrix=score=185:high; conf=high; flag=,,
s12403-023-00534-3,"s12403-023-00534-3_Malayer,_Iran",Cu_mgkg,11.5,Unknown,table_p6_ri7_ci4,soil,,,phase14_batch2; matrix=score=185:high; conf=high; flag=,,
s12403-023-00534-3,"s12403-023-00534-3_Malayer,_Iran",Pb_mgkg,10.7,Unknown,table_p6_ri7_ci7,soil,,,phase14_batch2; matrix=score=185:high; conf=high; flag=,,
s12403-023-00534-3,"s12403-023-00534-3_Malayer,_Iran",Zn_mgkg,82.7,Unknown,table_p6_ri7_ci8,soil,,,phase14_batch2; matrix=score=185:high; conf=high; flag=,,
s12403-023-00534-3,"s12403-023-00534-3_Copiapó,Chile",Mn_mgkg,947.0,Unknown,table_p6_ri10_ci5,soil,,,phase14_batch2; matrix=score=185:high; conf=high; flag=,,
s12403-023-00534-3,"s12403-023-00534-3_Copiapó,Chile",Pb_mgkg,31.0,Unknown,table_p6_ri10_ci7,soil,,,phase14_batch2; matrix=score=185:high; conf=high; flag=,,
s12403-023-00534-3,"s12403-023-00534-3_Copiapó,Chile",Zn_mgkg,114.0,Unknown,table_p6_ri10_ci8,soil,,,phase14_batch2; matrix=score=185:high; conf=high; flag=,,
s12403-023-00534-3,"s12403-023-00534-3_La_Serna-Coquimbo,_Chile",Mn_mgkg,660.0,Unknown,table_p6_ri11_ci5,soil,,,phase14_batch2; matrix=score=185:high; conf=high; flag=,,
s12403-023-00534-3,"s12403-023-00534-3_La_Serna-Coquimbo,_Chile",Pb_mgkg,24.0,Unknown,table_p6_ri11_ci7,soil,,,phase14_batch2; matrix=score=185:high; conf=high; flag=,,
s12403-023-00534-3,"s12403-023-00534-3_Gran_Santiago,_Chile",Mn_mgkg,1119.0,Unknown,table_p6_ri12_ci5,soil,,,phase14_batch2; matrix=score=185:high; conf=high; flag=,,
s12403-023-00534-3,"s12403-023-00534-3_Gran_Santiago,_Chile",Pb_mgkg,48.0,Unknown,table_p6_ri12_ci7,soil,,,phase14_batch2; matrix=score=185:high; conf=high; flag=,,
s12403-023-00534-3,"s12403-023-00534-3_Gran_Santiago,_Chile",Zn_mgkg,179.0,Unknown,table_p6_ri12_ci8,soil,,,phase14_batch2; matrix=score=185:high; conf=high; flag=,,
s12403-023-00534-3,"s12403-023-00534-3_Nanjing,_China",As_mgkg,12.1,Unknown,table_p6_ri13_ci1,soil,,,phase14_batch2; matrix=score=185:high; conf=high; flag=,,
s12403-023-00534-3,"s12403-023-00534-3_Nanjing,_China",Cr_mgkg,72.4,Unknown,table_p6_ri13_ci3,soil,,,phase14_batch2; matrix=score=185:high; conf=high; flag=,,
s12403-023-00534-3,"s12403-023-00534-3_Nanjing,_China",Cu_mgkg,19140.1,Unknown,table_p6_ri13_ci4,soil,,,phase14_batch2; matrix=score=185:high; conf=high; flag=,,
s12403-023-00534-3,"s12403-023-00534-3_Nanjing,_China",Ni_mgkg,34.2,Unknown,table_p6_ri13_ci6,soil,,,phase14_batch2; matrix=score=185:high; conf=high; flag=,,
s12403-023-00534-3,"s12403-023-00534-3_Nanjing,_China",Pb_mgkg,66.0,Unknown,table_p6_ri13_ci7,soil,,,phase14_batch2; matrix=score=185:high; conf=high; flag=,,
