paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes
P03207,1,Zn_mgkg,46,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,1,Pb_mgkg,21,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,1,Ni_mgkg,12,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,1,Sum_PAH_ngg,62.1,ng/g,Table 1,soil,industrial,Jiangsu,"4单体求和(Phe+Flt+Pyr+BbF)，论文仅测4种PAH单体"
P03207,2,Zn_mgkg,56,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,2,Cu_mgkg,58,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,2,Pb_mgkg,24,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,2,Ni_mgkg,23,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,2,Cr_mgkg,193,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,2,Sum_PAH_ngg,25.21,ng/g,Table 1,soil,industrial,Jiangsu,"4单体求和(Phe+Flt+Pyr+BbF)，论文仅测4种PAH单体"
P03207,3,Zn_mgkg,52,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,3,Cu_mgkg,27,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,3,Pb_mgkg,20,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,3,Cr_mgkg,177,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,3,Hg_mgkg,8,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,3,Sum_PAH_ngg,876,ng/g,Table 1,soil,industrial,Jiangsu,"4单体求和(Phe+Flt+Pyr+BbF)，论文仅测4种PAH单体"
P03207,4,Zn_mgkg,202,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,4,Cu_mgkg,38,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,4,Pb_mgkg,19,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,4,Ni_mgkg,69,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,4,Cr_mgkg,164,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,4,Sum_PAH_ngg,218.1,ng/g,Table 1,soil,industrial,Jiangsu,"4单体求和(Phe+Flt+Pyr+BbF)，论文仅测4种PAH单体"
P03207,5,Zn_mgkg,48,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,5,Pb_mgkg,26,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,5,Ni_mgkg,24,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,5,Cr_mgkg,139,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,5,Sum_PAH_ngg,466.2,ng/g,Table 1,soil,industrial,Jiangsu,"4单体求和(Phe+Flt+Pyr+BbF)，论文仅测4种PAH单体"
P03207,6,Zn_mgkg,98,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,6,Cu_mgkg,18,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,6,Pb_mgkg,18,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,6,Ni_mgkg,30,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,6,Cr_mgkg,142,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,6,Sum_PAH_ngg,436,ng/g,Table 1,soil,industrial,Jiangsu,"4单体求和(Flt+Pyr+BbF,菲低于检测限未计入)，论文仅测4种PAH单体"
P03207,7,Zn_mgkg,46,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,7,Cu_mgkg,34,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,7,Ni_mgkg,54,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,7,Cr_mgkg,98,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,7,Sum_PAH_ngg,75.3,ng/g,Table 1,soil,industrial,Jiangsu,"4单体求和(Phe+Flt+Pyr+BbF)，论文仅测4种PAH单体"
P03207,8,Zn_mgkg,85,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,8,Cu_mgkg,22,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,8,Pb_mgkg,11,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,8,Ni_mgkg,36,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,8,Cr_mgkg,107,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,8,Sum_PAH_ngg,1233,ng/g,Table 1,soil,industrial,Jiangsu,"4单体求和(Phe+Flt+Pyr+BbF)，论文仅测4种PAH单体"
P03207,9,Zn_mgkg,81,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,9,Cu_mgkg,41,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,9,Pb_mgkg,14,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,9,Ni_mgkg,78,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,9,Cr_mgkg,135,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,9,Sum_PAH_ngg,2537,ng/g,Table 1,soil,industrial,Jiangsu,"4单体求和(Phe+Flt+Pyr+BbF)，论文仅测4种PAH单体"
P03207,10,Zn_mgkg,55,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,10,Cu_mgkg,39,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,10,Pb_mgkg,37,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,10,Ni_mgkg,23,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,10,Cr_mgkg,114,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,10,Sum_PAH_ngg,30.08,ng/g,Table 1,soil,industrial,Jiangsu,"4单体求和(Phe+Flt+Pyr+BbF)，论文仅测4种PAH单体"
P03207,11,Zn_mgkg,48,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,11,Cu_mgkg,34,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,11,Pb_mgkg,28,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,11,Cr_mgkg,80,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,11,Hg_mgkg,8,mg/kg,Table 2,soil,industrial,Jiangsu,表2直接读取
P03207,11,Sum_PAH_ngg,773.1,ng/g,Table 1,soil,industrial,Jiangsu,"4单体求和(Phe+Flt+Pyr+BbF)，论文仅测4种PAH单体"
