paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
P01037,O1,TotalPHC_mgkg,4578.00,mg/kg,Table 2,soil,petrochemical,Shaanxi,TPH值从Table 2直接读取,36.675328,109.671569
P01037,O1,Sum_PAH_ngg,358.69,ng/g,Table 4,soil,petrochemical,Shaanxi,Σ16PAHs从Table 4读取;文本交叉验证值确认;单位μg/kg(=ng/g);mineru解析Table4严重破碎仅ΣPAHs行可靠,36.675328,109.671569
P01037,O2,TotalPHC_mgkg,2537.00,mg/kg,Table 2,soil,petrochemical,Shaanxi,TPH值从Table 2直接读取,36.672036,109.643069
P01037,O2,Sum_PAH_ngg,466.02,ng/g,Table 4,soil,petrochemical,Shaanxi,Σ16PAHs从Table 4读取;文本交叉验证值确认;单位μg/kg(=ng/g),36.672036,109.643069
P01037,O3,TotalPHC_mgkg,6203.00,mg/kg,Table 2,soil,petrochemical,Shaanxi,TPH值从Table 2直接读取,36.639606,109.678867
P01037,O3,Sum_PAH_ngg,601.44,ng/g,Table 4,soil,petrochemical,Shaanxi,Σ16PAHs从Table 4读取;文本交叉验证值确认;单位μg/kg(=ng/g),36.639606,109.678867
P01037,O4,TotalPHC_mgkg,1798.00,mg/kg,Table 2,soil,petrochemical,Shaanxi,TPH值从Table 2直接读取,36.631386,109.597869
P01037,O4,Sum_PAH_ngg,285.50,ng/g,Table 4,soil,petrochemical,Shaanxi,Σ16PAHs从Table 4读取;文本交叉验证值确认;单位μg/kg(=ng/g),36.631386,109.597869
P01037,O5,TotalPHC_mgkg,1978.00,mg/kg,Table 2,soil,petrochemical,Shaanxi,TPH值从Table 2直接读取,36.640478,109.593244
P01037,O5,Sum_PAH_ngg,2306.66,ng/g,Table 4,soil,petrochemical,Shaanxi,Σ16PAHs从Table 4读取;文本交叉验证值确认;单位μg/kg(=ng/g),36.640478,109.593244
P01037,O6,TotalPHC_mgkg,2538.00,mg/kg,Table 2,soil,petrochemical,Shaanxi,TPH值从Table 2直接读取,36.642281,109.678019
P01037,O6,Sum_PAH_ngg,468.34,ng/g,Table 4,soil,petrochemical,Shaanxi,Σ16PAHs从Table 4读取;文本交叉验证值确认;单位μg/kg(=ng/g),36.642281,109.678019
P01037,O7,TotalPHC_mgkg,5209.00,mg/kg,Table 2,soil,petrochemical,Shaanxi,TPH值从Table 2直接读取,36.59225,109.610511
P01037,O7,Sum_PAH_ngg,452.66,ng/g,Table 4,soil,petrochemical,Shaanxi,Σ16PAHs从Table 4读取;文本交叉验证值确认;单位μg/kg(=ng/g),36.59225,109.610511
P01037,O8,TotalPHC_mgkg,6748.00,mg/kg,Table 2,soil,petrochemical,Shaanxi,TPH值从Table 2直接读取,36.701433,109.598222
P01037,O8,Sum_PAH_ngg,418.02,ng/g,Table 4,soil,petrochemical,Shaanxi,Σ16PAHs从Table 4读取;文本交叉验证值确认;单位μg/kg(=ng/g),36.701433,109.598222
P01037,O9,TotalPHC_mgkg,2783.00,mg/kg,Table 2,soil,petrochemical,Shaanxi,TPH值从Table 2直接读取,36.534561,109.540011
P01037,O9,Sum_PAH_ngg,3057.79,ng/g,Table 4,soil,petrochemical,Shaanxi,Σ16PAHs从Table 4读取;文本交叉验证值确认;单位μg/kg(=ng/g),36.534561,109.540011
P01037,OW10,TotalPHC_mgkg,1678.91,mg/kg,Table 2,soil,petrochemical,Shaanxi,TPH值从Table 2直接读取,36.644378,109.594522
P01037,OW10,Sum_PAH_ngg,651.34,ng/g,Table 4,soil,petrochemical,Shaanxi,Σ16PAHs从Table 4读取;文本交叉验证值确认;单位μg/kg(=ng/g),36.644378,109.594522
P01037,FL1,TotalPHC_mgkg,1089.42,mg/kg,Table 2,soil,agricultural,Shaanxi,TPH值从Table 2直接读取;油井附近农田,36.642497,109.677553
P01037,FL1,Sum_PAH_ngg,700.37,ng/g,Table 4,soil,agricultural,Shaanxi,Σ16PAHs从Table 4读取;文本交叉验证值确认;单位μg/kg(=ng/g),36.642497,109.677553
P01037,FL2,TotalPHC_mgkg,1728.96,mg/kg,Table 2,soil,agricultural,Shaanxi,TPH值从Table 2直接读取;油井附近农田,36.592172,109.609994
P01037,FL2,Sum_PAH_ngg,272.30,ng/g,Table 4,soil,agricultural,Shaanxi,Σ16PAHs从Table 4读取;文本交叉验证值确认;单位μg/kg(=ng/g),36.592172,109.609994
P01037,FL3,TotalPHC_mgkg,1498.72,mg/kg,Table 2,soil,agricultural,Shaanxi,TPH值从Table 2直接读取;油井附近农田,36.701453,109.597964
P01037,FL3,Sum_PAH_ngg,265.65,ng/g,Table 4,soil,agricultural,Shaanxi,Σ16PAHs从Table 4读取;文本交叉验证值确认;单位μg/kg(=ng/g),36.701453,109.597964
P01037,FL4,TotalPHC_mgkg,1349.10,mg/kg,Table 2,soil,agricultural,Shaanxi,TPH值从Table 2直接读取;油井附近农田,36.534344,109.539472
P01037,FL4,Sum_PAH_ngg,278.99,ng/g,Table 4,soil,agricultural,Shaanxi,Σ16PAHs从Table 4读取;文本交叉验证值确认;单位μg/kg(=ng/g),36.534344,109.539472
P01037,S1,TotalPHC_mgkg,2129.00,mg/kg,Table 2,sediment,other,Shaanxi,TPH值从Table 2直接读取;河道沉积物,36.628011,109.542414
P01037,S1,Sum_PAH_ngg,302.89,ng/g,Table 4,sediment,other,Shaanxi,Σ16PAHs从Table 4读取;文本交叉验证值确认;单位μg/kg(=ng/g),36.628011,109.542414
P01037,S2,TotalPHC_mgkg,2866.89,mg/kg,Table 2,sediment,other,Shaanxi,TPH值从Table 2直接读取;河道沉积物,36.679036,109.670714
P01037,S2,Sum_PAH_ngg,268.13,ng/g,Table 4,sediment,other,Shaanxi,Σ16PAHs从Table 4读取;文本交叉验证值确认;单位μg/kg(=ng/g),36.679036,109.670714
P01037,S3,TotalPHC_mgkg,1259.83,mg/kg,Table 2,sediment,other,Shaanxi,TPH值从Table 2直接读取;河道沉积物,36.699558,109.599719
P01037,S3,Sum_PAH_ngg,299.30,ng/g,Table 4,sediment,other,Shaanxi,Σ16PAHs从Table 4读取;文本交叉验证值确认;单位μg/kg(=ng/g),36.699558,109.599719
P01037,S4,TotalPHC_mgkg,1189.50,mg/kg,Table 2,sediment,other,Shaanxi,TPH值从Table 2直接读取;河道沉积物,36.611458,109.5897
