paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes
P00195,1,SumPBDE_ngg,0.022,ng/g,Table 1,soil,urban,Shanxi,"urban surface soil site 1; ∑PBDEs column direct read"
P00195,2,SumPBDE_ngg,0.016,ng/g,Table 1,soil,urban,Shanxi,"urban surface soil site 2; ∑PBDEs column direct read"
P00195,3,SumPBDE_ngg,20.899,ng/g,Table 1,soil,urban,Shanxi,"urban surface soil site 3; ∑PBDEs column direct read"
P00195,4,SumPBDE_ngg,0.286,ng/g,Table 1,soil,urban,Shanxi,"urban surface soil site 4; ∑PBDEs column direct read"
P00195,5,SumPBDE_ngg,0.100,ng/g,Table 1,soil,urban,Shanxi,"urban surface soil site 5; ∑PBDEs column direct read"
P00195,6,SumPBDE_ngg,1.216,ng/g,Table 1,soil,urban,Shanxi,"urban surface soil site 6; ∑PBDEs column direct read"
P00195,7,SumPBDE_ngg,0.594,ng/g,Table 1,soil,urban,Shanxi,"urban surface soil site 7; ∑PBDEs column direct read"
P00195,8,SumPBDE_ngg,4.794,ng/g,Table 1,soil,urban,Shanxi,"urban surface soil site 8; ∑PBDEs column direct read"
P00195,9,SumPBDE_ngg,52.951,ng/g,Table 1,soil,urban,Shanxi,"urban surface soil site 9; ∑PBDEs column direct read"
P00195,10,SumPBDE_ngg,2.096,ng/g,Table 1,soil,urban,Shanxi,"urban surface soil site 10; ∑PBDEs column direct read"
P00195,11,SumPBDE_ngg,211.416,ng/g,Table 1,soil,urban,Shanxi,"urban surface soil site 11; ∑PBDEs column direct read"
P00195,12,SumPBDE_ngg,26.788,ng/g,Table 1,soil,urban,Shanxi,"urban surface soil site 12; ∑PBDEs column direct read"
P00195,13,SumPBDE_ngg,49.102,ng/g,Table 1,soil,urban,Shanxi,"urban surface soil site 13; ∑PBDEs column direct read"
P00195,14,SumPBDE_ngg,15.701,ng/g,Table 1,soil,urban,Shanxi,"urban surface soil site 14; ∑PBDEs column direct read"
P00195,15,SumPBDE_ngg,0.272,ng/g,Table 1,soil,urban,Shanxi,"urban surface soil site 15; ∑PBDEs column direct read"
P00195,16,SumPBDE_ngg,52.938,ng/g,Table 1,soil,industrial,Shanxi,"thermoelectric plant site 16; ∑PBDEs column direct read"
P00195,17,SumPBDE_ngg,5.961,ng/g,Table 1,soil,industrial,Shanxi,"fertilizer plant site 17; ∑PBDEs column direct read"
P00195,18,SumPBDE_ngg,18.094,ng/g,Table 1,soil,industrial,Shanxi,"chemical plant site 18; ∑PBDEs column direct read"
P00195,19,SumPBDE_ngg,37.377,ng/g,Table 1,soil,industrial,Shanxi,"building site site 19; ∑PBDEs column direct read"
P00195,20,SumPBDE_ngg,14.692,ng/g,Table 1,soil,industrial,Shanxi,"coking plant site 20; ∑PBDEs column direct read"
P00195,21,SumPBDE_ngg,144.162,ng/g,Table 1,soil,industrial,Shanxi,"No.1 power plant site 21; ∑PBDEs column direct read"
