paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes
P00789,S1,Sum_PAH_ngg,1131.81,ng/g,Table 1,sediment,other,Hebei,Table 1直接读取ΣPAHs列
P00789,S1,BaP_ngg,42.22,ng/g,Table 1,sediment,other,Hebei,Table 1直接读取Bap列
P00789,S2,Sum_PAH_ngg,258.77,ng/g,Table 1,sediment,other,Hebei,Table 1直接读取ΣPAHs列
P00789,S2,BaP_ngg,9.11,ng/g,Table 1,sediment,other,Hebei,Table 1直接读取Bap列
P00789,S3,Sum_PAH_ngg,3124.39,ng/g,Table 1,sediment,urban,Hebei,Table 1直接读取ΣPAHs列
P00789,S3,BaP_ngg,242.70,ng/g,Table 1,sediment,urban,Hebei,Table 1直接读取Bap列
P00789,S4,Sum_PAH_ngg,1256.04,ng/g,Table 1,sediment,other,Hebei,Table 1直接读取ΣPAHs列
P00789,S4,BaP_ngg,53.56,ng/g,Table 1,sediment,other,Hebei,Table 1直接读取Bap列
P00789,S5,Sum_PAH_ngg,446.13,ng/g,Table 1,sediment,other,Hebei,Table 1直接读取ΣPAHs列
P00789,S5,BaP_ngg,12.83,ng/g,Table 1,sediment,other,Hebei,Table 1直接读取Bap列
P00789,S6,Sum_PAH_ngg,1184.91,ng/g,Table 1,sediment,other,Tianjin,Table 1直接读取ΣPAHs列
P00789,S6,BaP_ngg,27.66,ng/g,Table 1,sediment,other,Tianjin,Table 1直接读取Bap列
P00789,S7,Sum_PAH_ngg,1346.01,ng/g,Table 1,sediment,other,Tianjin,Table 1直接读取ΣPAHs列
P00789,S7,BaP_ngg,105.00,ng/g,Table 1,sediment,other,Tianjin,Table 1直接读取Bap列
P00789,S8,Sum_PAH_ngg,1138.40,ng/g,Table 1,sediment,other,Hebei,Table 1直接读取ΣPAHs列
P00789,S8,BaP_ngg,48.54,ng/g,Table 1,sediment,other,Hebei,Table 1直接读取Bap列
P00789,S9,Sum_PAH_ngg,2040.80,ng/g,Table 1,sediment,other,Hebei,Table 1直接读取ΣPAHs列
P00789,S9,BaP_ngg,118.70,ng/g,Table 1,sediment,other,Hebei,Table 1直接读取Bap列
P00789,S10,Sum_PAH_ngg,2228.85,ng/g,Table 1,sediment,urban,Hebei,Table 1直接读取ΣPAHs列
P00789,S10,BaP_ngg,183.10,ng/g,Table 1,sediment,urban,Hebei,Table 1直接读取Bap列
P00789,S11,Sum_PAH_ngg,7359.85,ng/g,Table 1,sediment,urban,Hebei,Table 1直接读取ΣPAHs列
P00789,S11,BaP_ngg,375.90,ng/g,Table 1,sediment,urban,Hebei,Table 1直接读取Bap列
P00789,S12,Sum_PAH_ngg,11296.66,ng/g,Table 1,sediment,other,Hebei,Table 1直接读取ΣPAHs列
P00789,S12,BaP_ngg,1065.00,ng/g,Table 1,sediment,other,Hebei,Table 1直接读取Bap列
P00789,S13,Sum_PAH_ngg,326.89,ng/g,Table 1,sediment,other,Hebei,Table 1直接读取ΣPAHs列
P00789,S14,Sum_PAH_ngg,661.82,ng/g,Table 1,sediment,other,Hebei,Table 1直接读取ΣPAHs列
P00789,S14,BaP_ngg,21.61,ng/g,Table 1,sediment,other,Hebei,Table 1直接读取Bap列
P00789,S15,Sum_PAH_ngg,724.54,ng/g,Table 1,sediment,urban,Hebei,Table 1直接读取ΣPAHs列
P00789,S15,BaP_ngg,27.31,ng/g,Table 1,sediment,urban,Hebei,Table 1直接读取Bap列
P00789,S16,Sum_PAH_ngg,559.75,ng/g,Table 1,sediment,other,Hebei,Table 1直接读取ΣPAHs列
P00789,S16,BaP_ngg,38.77,ng/g,Table 1,sediment,other,Hebei,Table 1直接读取Bap列
P00789,S17,Sum_PAH_ngg,668.46,ng/g,Table 1,sediment,other,Shandong,Table 1直接读取ΣPAHs列
P00789,S17,BaP_ngg,37.07,ng/g,Table 1,sediment,other,Shandong,Table 1直接读取Bap列
P00789,S18,Sum_PAH_ngg,948.80,ng/g,Table 1,sediment,other,Henan,Table 1直接读取ΣPAHs列
P00789,S18,BaP_ngg,47.39,ng/g,Table 1,sediment,other,Henan,Table 1直接读取Bap列
P00789,S19,Sum_PAH_ngg,2035.71,ng/g,Table 1,sediment,urban,Henan,Table 1直接读取ΣPAHs列
P00789,S19,BaP_ngg,103.60,ng/g,Table 1,sediment,urban,Henan,Table 1直接读取Bap列
P00789,S20,Sum_PAH_ngg,624.36,ng/g,Table 1,sediment,other,Henan,Table 1直接读取ΣPAHs列
P00789,S20,BaP_ngg,27.33,ng/g,Table 1,sediment,other,Henan,Table 1直接读取Bap列
