paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
P04109,S1(0-10cm),SumHCH_ngg,0.354,ng/g,Table A1,soil,agricultural,Hubei,4 isomers sum(alpha+gamma+beta+delta-HCH); land-use=BL(barren land),30.875,114.375
P04109,S1(0-10cm),SumDDT_ngg,13.546,ng/g,Table A1,soil,agricultural,Hubei,"4 compounds sum(p,p-DDE+o,p-DDT+p,p-DDD+p,p-DDT); land-use=BL(barren land)",30.875,114.375
P04109,S1(10-20cm),SumHCH_ngg,4.283,ng/g,Table A1,soil,agricultural,Hubei,4 isomers sum(alpha+gamma+beta+delta-HCH); land-use=BL(barren land),30.875,114.375
P04109,S1(10-20cm),SumDDT_ngg,0.073,ng/g,Table A1,soil,agricultural,Hubei,"4 compounds sum(p,p-DDE+o,p-DDT+p,p-DDD+p,p-DDT); land-use=BL(barren land)",30.875,114.375
P04109,S2(0-10cm),SumHCH_ngg,0.653,ng/g,Table A1,soil,agricultural,Hubei,4 isomers sum(alpha+gamma+beta+delta-HCH); land-use=BL(barren land),30.875,114.375
P04109,S2(0-10cm),SumDDT_ngg,4.058,ng/g,Table A1,soil,agricultural,Hubei,"4 compounds sum(p,p-DDE+o,p-DDT+p,p-DDD+p,p-DDT); land-use=BL(barren land)",30.875,114.375
P04109,S2(10-20cm),SumHCH_ngg,0.145,ng/g,Table A1,soil,agricultural,Hubei,4 isomers sum(alpha+gamma+beta+delta-HCH); land-use=BL(barren land),30.875,114.375
P04109,S2(10-20cm),SumDDT_ngg,0.179,ng/g,Table A1,soil,agricultural,Hubei,"4 compounds sum(p,p-DDE+o,p-DDT+p,p-DDD+p,p-DDT); land-use=BL(barren land)",30.875,114.375
P04109,S3(0-10cm),SumHCH_ngg,0.004,ng/g,Table A1,soil,agricultural,Hubei,4 isomers sum(alpha+gamma+beta+delta-HCH); land-use=FL(farmland),30.875,114.375
P04109,S3(0-10cm),SumDDT_ngg,0.066,ng/g,Table A1,soil,agricultural,Hubei,"4 compounds sum(p,p-DDE+o,p-DDT+p,p-DDD+p,p-DDT); land-use=FL(farmland)",30.875,114.375
P04109,S3(10-20cm),SumHCH_ngg,1.027,ng/g,Table A1,soil,agricultural,Hubei,4 isomers sum(alpha+gamma+beta+delta-HCH); land-use=FL(farmland),30.875,114.375
P04109,S3(10-20cm),SumDDT_ngg,3.884,ng/g,Table A1,soil,agricultural,Hubei,"4 compounds sum(p,p-DDE+o,p-DDT+p,p-DDD+p,p-DDT); land-use=FL(farmland)",30.875,114.375
P04109,S4(0-10cm),SumHCH_ngg,0.0,ng/g,Table A1,soil,agricultural,Hubei,4 isomers sum(alpha+gamma+beta+delta-HCH); land-use=PGH(plastic greenhouse),30.875,114.375
