paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes
P00625,site4,Sum_PAH_ngg,17.3,ng/g,Table 1,soil,other,Tibet,"Xigaze region, Table 1 direct read ∑15-PAHs (Nap excluded due to 38% recovery)"
P00625,site8,Sum_PAH_ngg,11.8,ng/g,Table 1,soil,other,Tibet,"Xigaze region, Table 1 direct read ∑15-PAHs (Nap excluded due to 38% recovery)"
P00625,site10,Sum_PAH_ngg,1.5,ng/g,Table 1,soil,other,Tibet,"Xigaze region, Table 1 direct read ∑15-PAHs (Nap excluded due to 38% recovery)"
P00625,site12,Sum_PAH_ngg,5.9,ng/g,Table 1,soil,other,Tibet,"Xigaze region, Table 1 direct read ∑15-PAHs (Nap excluded due to 38% recovery)"
P00625,site13,Sum_PAH_ngg,3.0,ng/g,Table 1,soil,other,Tibet,"Xigaze region, Table 1 direct read ∑15-PAHs (Nap excluded due to 38% recovery)"
P00625,site15,Sum_PAH_ngg,2.3,ng/g,Table 1,soil,other,Tibet,"Ali region, Table 1 direct read ∑15-PAHs (Nap excluded due to 38% recovery)"
P00625,site16,Sum_PAH_ngg,2.0,ng/g,Table 1,soil,other,Tibet,"Ali region, Table 1 direct read ∑15-PAHs (Nap excluded due to 38% recovery)"
P00625,site17,Sum_PAH_ngg,9.4,ng/g,Table 1,soil,other,Tibet,"Ali region, Table 1 direct read ∑15-PAHs (Nap excluded due to 38% recovery)"
P00625,site19,Sum_PAH_ngg,5.5,ng/g,Table 1,soil,other,Tibet,"Ali region, Table 1 direct read ∑15-PAHs (Nap excluded due to 38% recovery)"
P00625,site20,Sum_PAH_ngg,5.6,ng/g,Table 1,soil,other,Tibet,"Ali region, Table 1 direct read ∑15-PAHs (Nap excluded due to 38% recovery)"
P00625,site22,Sum_PAH_ngg,29.9,ng/g,Table 1,soil,other,Tibet,"Ali region, Table 1 direct read ∑15-PAHs (Nap excluded due to 38% recovery)"
P00625,site23,Sum_PAH_ngg,2.2,ng/g,Table 1,soil,other,Tibet,"Ali region, Table 1 direct read ∑15-PAHs (Nap excluded due to 38% recovery)"
P00625,site24,Sum_PAH_ngg,2.3,ng/g,Table 1,soil,other,Tibet,"Ali region, Table 1 direct read ∑15-PAHs (Nap excluded due to 38% recovery)"
P00625,site25,Sum_PAH_ngg,1.6,ng/g,Table 1,soil,other,Tibet,"Ali region, Table 1 direct read ∑15-PAHs (Nap excluded due to 38% recovery)"
P00625,site26,Sum_PAH_ngg,4.0,ng/g,Table 1,soil,other,Tibet,"Ali region, Table 1 direct read ∑15-PAHs (Nap excluded due to 38% recovery)"
P00625,site28,Sum_PAH_ngg,7.0,ng/g,Table 1,soil,other,Tibet,"Ali region, Table 1 direct read ∑15-PAHs (Nap excluded due to 38% recovery)"
P00625,site29,Sum_PAH_ngg,2.2,ng/g,Table 1,soil,other,Tibet,"Ali region, Table 1 direct read ∑15-PAHs (Nap excluded due to 38% recovery)"
P00625,site30,Sum_PAH_ngg,6.7,ng/g,Table 1,soil,other,Tibet,"Ali region, Table 1 direct read ∑15-PAHs (Nap excluded due to 38% recovery)"
P00625,site31,Sum_PAH_ngg,5.0,ng/g,Table 1,soil,other,Tibet,"Ali region, Table 1 direct read ∑15-PAHs (Nap excluded due to 38% recovery)"
P00625,site32,Sum_PAH_ngg,4.8,ng/g,Table 1,soil,other,Tibet,"Ali region, Table 1 direct read ∑15-PAHs (Nap excluded due to 38% recovery)"
P00625,site33,Sum_PAH_ngg,4.8,ng/g,Table 1,soil,other,Tibet,"Naqu region, Table 1 direct read ∑15-PAHs (Nap excluded due to 38% recovery)"
P00625,site34,Sum_PAH_ngg,3.1,ng/g,Table 1,soil,other,Tibet,"Naqu region, Table 1 direct read ∑15-PAHs (Nap excluded due to 38% recovery)"
P00625,site35,Sum_PAH_ngg,2.0,ng/g,Table 1,soil,other,Tibet,"Naqu region, Table 1 direct read ∑15-PAHs (Nap excluded due to 38% recovery)"
P00625,site36,Sum_PAH_ngg,3.3,ng/g,Table 1,soil,other,Tibet,"Naqu region, Table 1 direct read ∑15-PAHs (Nap excluded due to 38% recovery)"
P00625,site37,Sum_PAH_ngg,5.5,ng/g,Table 1,soil,other,Tibet,"Naqu region, Table 1 direct read ∑15-PAHs (Nap excluded due to 38% recovery)"
P00625,site38,Sum_PAH_ngg,4.3,ng/g,Table 1,soil,other,Tibet,"Naqu region, Table 1 direct read ∑15-PAHs (Nap excluded due to 38% recovery)"
P00625,site39,Sum_PAH_ngg,4.9,ng/g,Table 1,soil,other,Tibet,"Naqu region, Table 1 direct read ∑15-PAHs (Nap excluded due to 38% recovery)"
P00625,site40,Sum_PAH_ngg,7.3,ng/g,Table 1,soil,other,Tibet,"Naqu region, Table 1 direct read ∑15-PAHs (Nap excluded due to 38% recovery)"
P00625,site41,Sum_PAH_ngg,5.3,ng/g,Table 1,soil,other,Tibet,"Naqu region, Table 1 direct read ∑15-PAHs (Nap excluded due to 38% recovery)"
P00625,site42,Sum_PAH_ngg,7.4,ng/g,Table 1,soil,other,Tibet,"Naqu region, Table 1 direct read ∑15-PAHs (Nap excluded due to 38% recovery)"
P00625,site43,Sum_PAH_ngg,2.0,ng/g,Table 1,soil,other,Tibet,"Naqu region, Table 1 direct read ∑15-PAHs (Nap excluded due to 38% recovery)"
P00625,site44,Sum_PAH_ngg,3.7,ng/g,Table 1,soil,other,Tibet,"Lhasa region, Table 1 direct read ∑15-PAHs (Nap excluded due to 38% recovery)"
P00625,site45,Sum_PAH_ngg,3.8,ng/g,Table 1,soil,other,Tibet,"Lhasa region, Table 1 direct read ∑15-PAHs (Nap excluded due to 38% recovery)"
P00625,site46,Sum_PAH_ngg,7.8,ng/g,Table 1,soil,other,Tibet,"Lhasa region, Table 1 direct read ∑15-PAHs (Nap excluded due to 38% recovery)"
P00625,site47,Sum_PAH_ngg,11.1,ng/g,Table 1,soil,other,Tibet,"Lhasa region, Table 1 direct read ∑15-PAHs (Nap excluded due to 38% recovery)"
P00625,site50,Sum_PAH_ngg,4.0,ng/g,Table 1,soil,other,Tibet,"Lhasa region, Table 1 direct read ∑15-PAHs (Nap excluded due to 38% recovery)"
P00625,site51,Sum_PAH_ngg,11.4,ng/g,Table 1,soil,other,Tibet,"Lhasa region, Table 1 direct read ∑15-PAHs (Nap excluded due to 38% recovery)"
P00625,site2,Sum_PAH_ngg,21.1,ng/g,Table 1,soil,other,Tibet,"Lhasa region, Table 1 direct read ∑15-PAHs (Nap excluded due to 38% recovery)"
