paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes
P06015,1,Sum_PAH_ngg,1000,ng/g,Table 1,soil,urban,Shanxi,Total PAHs (16 EPA PAH sum) directly read from Table 1 soil section; original unit µg/g converted to ng/g (×1000)
P06015,2,Sum_PAH_ngg,1000,ng/g,Table 1,soil,urban,Shanxi,Total PAHs (16 EPA PAH sum) directly read from Table 1 soil section; original unit µg/g converted to ng/g (×1000)
P06015,3,Sum_PAH_ngg,2200,ng/g,Table 1,soil,urban,Shanxi,Total PAHs (16 EPA PAH sum) directly read from Table 1 soil section; original unit µg/g converted to ng/g (×1000)
P06015,4,Sum_PAH_ngg,11000,ng/g,Table 1,soil,urban,Shanxi,Total PAHs (16 EPA PAH sum) directly read from Table 1 soil section; original unit µg/g converted to ng/g (×1000)
P06015,5,Sum_PAH_ngg,2200,ng/g,Table 1,soil,urban,Shanxi,Total PAHs (16 EPA PAH sum) directly read from Table 1 soil section; original unit µg/g converted to ng/g (×1000)
P06015,6,Sum_PAH_ngg,1800,ng/g,Table 1,soil,urban,Shanxi,Total PAHs (16 EPA PAH sum) directly read from Table 1 soil section; original unit µg/g converted to ng/g (×1000)
P06015,7,Sum_PAH_ngg,5600,ng/g,Table 1,soil,urban,Shanxi,Total PAHs (16 EPA PAH sum) directly read from Table 1 soil section; original unit µg/g converted to ng/g (×1000)
P06015,8,Sum_PAH_ngg,15000,ng/g,Table 1,soil,urban,Shanxi,Total PAHs (16 EPA PAH sum) directly read from Table 1 soil section; original unit µg/g converted to ng/g (×1000)
P06015,9,Sum_PAH_ngg,5100,ng/g,Table 1,soil,urban,Shanxi,Total PAHs (16 EPA PAH sum) directly read from Table 1 soil section; original unit µg/g converted to ng/g (×1000)
P06015,10,Sum_PAH_ngg,3700,ng/g,Table 1,soil,urban,Shanxi,Total PAHs (16 EPA PAH sum) directly read from Table 1 soil section; original unit µg/g converted to ng/g (×1000)
P06015,11,Sum_PAH_ngg,14000,ng/g,Table 1,soil,urban,Shanxi,Total PAHs (16 EPA PAH sum) directly read from Table 1 soil section; original unit µg/g converted to ng/g (×1000)
P06015,12,Sum_PAH_ngg,26000,ng/g,Table 1,soil,urban,Shanxi,Total PAHs (16 EPA PAH sum) directly read from Table 1 soil section; original unit µg/g converted to ng/g (×1000)
P06015,13,Sum_PAH_ngg,10000,ng/g,Table 1,soil,urban,Shanxi,Total PAHs (16 EPA PAH sum) directly read from Table 1 soil section; original unit µg/g converted to ng/g (×1000)
P06015,14,Sum_PAH_ngg,26000,ng/g,Table 1,soil,urban,Shanxi,Total PAHs (16 EPA PAH sum) directly read from Table 1 soil section; original unit µg/g converted to ng/g (×1000)
P06015,15,Sum_PAH_ngg,4500,ng/g,Table 1,soil,urban,Shanxi,Total PAHs (16 EPA PAH sum) directly read from Table 1 soil section; original unit µg/g converted to ng/g (×1000)
