paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
P04108,S1(0-10cm),Sum_PAH_ngg,42.25,ng/g,Table A1,soil,agricultural,Hubei,11 EPA PAHs sum(Nap+Acy+Ace+Flr+Phe+Ant+Flu+Pyr+BaA+Chr+BaP); missing BbF/BkF/IcdP/DahA/BghiP; depth 0-10cm; land-use=BL(barren land),30.875,114.375
P04108,S1(0-10cm),BaP_ngg,7.52,ng/g,Table A1,soil,agricultural,Hubei,direct read from Table A1; depth 0-10cm; land-use=BL(barren land),30.875,114.375
P04108,S1(10-20cm),Sum_PAH_ngg,208.45,ng/g,Table A1,soil,agricultural,Hubei,11 EPA PAHs sum(Nap+Acy+Ace+Flr+Phe+Ant+Flu+Pyr+BaA+Chr+BaP); missing BbF/BkF/IcdP/DahA/BghiP; depth 10-20cm; land-use=BL(barren land),30.875,114.375
P04108,S1(10-20cm),BaP_ngg,22.98,ng/g,Table A1,soil,agricultural,Hubei,direct read from Table A1; depth 10-20cm; land-use=BL(barren land),30.875,114.375
P04108,S2(0-10cm),Sum_PAH_ngg,92.99,ng/g,Table A1,soil,agricultural,Hubei,11 EPA PAHs sum(Nap+Acy+Ace+Flr+Phe+Ant+Flu+Pyr+BaA+Chr+BaP); missing BbF/BkF/IcdP/DahA/BghiP; depth 0-10cm; land-use=BL(barren land),30.875,114.375
P04108,S2(0-10cm),BaP_ngg,14.03,ng/g,Table A1,soil,agricultural,Hubei,direct read from Table A1; depth 0-10cm; land-use=BL(barren land),30.875,114.375
P04108,S2(10-20cm),Sum_PAH_ngg,195.24,ng/g,Table A1,soil,agricultural,Hubei,11 EPA PAHs sum(Nap+Acy+Ace+Flr+Phe+Ant+Flu+Pyr+BaA+Chr+BaP); missing BbF/BkF/IcdP/DahA/BghiP; depth 10-20cm; land-use=BL(barren land),30.875,114.375
P04108,S2(10-20cm),BaP_ngg,1.04,ng/g,Table A1,soil,agricultural,Hubei,direct read from Table A1; depth 10-20cm; land-use=BL(barren land),30.875,114.375
P04108,S3(0-10cm),Sum_PAH_ngg,102.17,ng/g,Table A1,soil,agricultural,Hubei,11 EPA PAHs sum(Nap+Acy+Ace+Flr+Phe+Ant+Flu+Pyr+BaA+Chr+BaP); missing BbF/BkF/IcdP/DahA/BghiP; depth 0-10cm; land-use=FL(farmland),30.875,114.375
P04108,S3(0-10cm),BaP_ngg,21.13,ng/g,Table A1,soil,agricultural,Hubei,direct read from Table A1; depth 0-10cm; land-use=FL(farmland),30.875,114.375
P04108,S3(10-20cm),Sum_PAH_ngg,79.77,ng/g,Table A1,soil,agricultural,Hubei,11 EPA PAHs sum(Nap+Acy+Ace+Flr+Phe+Ant+Flu+Pyr+BaA+Chr+BaP); missing BbF/BkF/IcdP/DahA/BghiP; depth 10-20cm; land-use=FL(farmland),30.875,114.375
P04108,S3(10-20cm),BaP_ngg,0.18,ng/g,Table A1,soil,agricultural,Hubei,direct read from Table A1; depth 10-20cm; land-use=FL(farmland),30.875,114.375
P04108,S4(0-10cm),Sum_PAH_ngg,22.15,ng/g,Table A1,soil,agricultural,Hubei,11 EPA PAHs sum(Nap+Acy+Ace+Flr+Phe+Ant+Flu+Pyr+BaA+Chr+BaP); missing BbF/BkF/IcdP/DahA/BghiP; depth 0-10cm; land-use=PGH(plastic greenhouse),30.875,114.375
P04108,S4(0-10cm),BaP_ngg,12.22,ng/g,Table A1,soil,agricultural,Hubei,direct read from Table A1; depth 0-10cm; land-use=PGH(plastic greenhouse),30.875,114.375
P04108,S4(10-20cm),Sum_PAH_ngg,143.95,ng/g,Table A1,soil,agricultural,Hubei,11 EPA PAHs sum(Nap+Acy+Ace+Flr+Phe+Ant+Flu+Pyr+BaA+Chr+BaP); missing BbF/BkF/IcdP/DahA/BghiP; depth 10-20cm; land-use=PGH(plastic greenhouse),30.875,114.375
P04108,S4(10-20cm),BaP_ngg,72.44,ng/g,Table A1,soil,agricultural,Hubei,direct read from Table A1; depth 10-20cm; land-use=PGH(plastic greenhouse),30.875,114.375
P04108,S5(0-10cm),Sum_PAH_ngg,103.53,ng/g,Table A1,soil,agricultural,Hubei,11 EPA PAHs sum(Nap+Acy+Ace+Flr+Phe+Ant+Flu+Pyr+BaA+Chr+BaP); missing BbF/BkF/IcdP/DahA/BghiP; depth 0-10cm; land-use=PGH(plastic greenhouse),30.875,114.375
P04108,S5(0-10cm),BaP_ngg,37.4,ng/g,Table A1,soil,agricultural,Hubei,direct read from Table A1; depth 0-10cm; land-use=PGH(plastic greenhouse),30.875,114.375
P04108,S5(10-20cm),Sum_PAH_ngg,394.58,ng/g,Table A1,soil,agricultural,Hubei,11 EPA PAHs sum(Nap+Acy+Ace+Flr+Phe+Ant+Flu+Pyr+BaA+Chr+BaP); missing BbF/BkF/IcdP/DahA/BghiP; depth 10-20cm; land-use=PGH(plastic greenhouse),30.875,114.375
P04108,S5(10-20cm),BaP_ngg,125.88,ng/g,Table A1,soil,agricultural,Hubei,direct read from Table A1; depth 10-20cm; land-use=PGH(plastic greenhouse),30.875,114.375
P04108,S6(0-10cm),Sum_PAH_ngg,181.78,ng/g,Table A1,soil,agricultural,Hubei,11 EPA PAHs sum(Nap+Acy+Ace+Flr+Phe+Ant+Flu+Pyr+BaA+Chr+BaP); missing BbF/BkF/IcdP/DahA/BghiP; depth 0-10cm; land-use=PGH(plastic greenhouse),30.875,114.375
P04108,S6(0-10cm),BaP_ngg,25.32,ng/g,Table A1,soil,agricultural,Hubei,direct read from Table A1; depth 0-10cm; land-use=PGH(plastic greenhouse),30.875,114.375
P04108,S6(10-20cm),Sum_PAH_ngg,183.21,ng/g,Table A1,soil,agricultural,Hubei,11 EPA PAHs sum(Nap+Acy+Ace+Flr+Phe+Ant+Flu+Pyr+BaA+Chr+BaP); missing BbF/BkF/IcdP/DahA/BghiP; depth 10-20cm; land-use=PGH(plastic greenhouse),30.875,114.375
P04108,S6(10-20cm),BaP_ngg,18.41,ng/g,Table A1,soil,agricultural,Hubei,direct read from Table A1; depth 10-20cm; land-use=PGH(plastic greenhouse),30.875,114.375
P04108,S7(0-10cm),Sum_PAH_ngg,257.19,ng/g,Table A1,soil,agricultural,Hubei,11 EPA PAHs sum(Nap+Acy+Ace+Flr+Phe+Ant+Flu+Pyr+BaA+Chr+BaP); missing BbF/BkF/IcdP/DahA/BghiP; depth 0-10cm; land-use=BL(barren land),30.875,114.375
P04108,S7(0-10cm),BaP_ngg,57.69,ng/g,Table A1,soil,agricultural,Hubei,direct read from Table A1; depth 0-10cm; land-use=BL(barren land),30.875,114.375
P04108,S7(10-20cm),Sum_PAH_ngg,154.28,ng/g,Table A1,soil,agricultural,Hubei,11 EPA PAHs sum(Nap+Acy+Ace+Flr+Phe+Ant+Flu+Pyr+BaA+Chr+BaP); missing BbF/BkF/IcdP/DahA/BghiP; depth 10-20cm; land-use=BL(barren land),30.875,114.375
P04108,S7(10-20cm),BaP_ngg,0.0,ng/g,Table A1,soil,agricultural,Hubei,direct read from Table A1; depth 10-20cm; land-use=BL(barren land),30.875,114.375
P04108,S8(0-10cm),Sum_PAH_ngg,150.09,ng/g,Table A1,soil,agricultural,Hubei,11 EPA PAHs sum(Nap+Acy+Ace+Flr+Phe+Ant+Flu+Pyr+BaA+Chr+BaP); missing BbF/BkF/IcdP/DahA/BghiP; depth 0-10cm; land-use=BL(barren land),30.875,114.375
P04108,S8(0-10cm),BaP_ngg,0.0,ng/g,Table A1,soil,agricultural,Hubei,direct read from Table A1; depth 0-10cm; land-use=BL(barren land),30.875,114.375
P04108,S8(10-20cm),Sum_PAH_ngg,14.21,ng/g,Table A1,soil,agricultural,Hubei,11 EPA PAHs sum(Nap+Acy+Ace+Flr+Phe+Ant+Flu+Pyr+BaA+Chr+BaP); missing BbF/BkF/IcdP/DahA/BghiP; depth 10-20cm; land-use=BL(barren land),30.875,114.375
P04108,S8(10-20cm),BaP_ngg,0.0,ng/g,Table A1,soil,agricultural,Hubei,direct read from Table A1; depth 10-20cm; land-use=BL(barren land),30.875,114.375
P04108,S9(0-10cm),Sum_PAH_ngg,116.43,ng/g,Table A1,soil,agricultural,Hubei,11 EPA PAHs sum(Nap+Acy+Ace+Flr+Phe+Ant+Flu+Pyr+BaA+Chr+BaP); missing BbF/BkF/IcdP/DahA/BghiP; depth 0-10cm; land-use=PF(paddy field),30.875,114.375
P04108,S9(0-10cm),BaP_ngg,33.35,ng/g,Table A1,soil,agricultural,Hubei,direct read from Table A1; depth 0-10cm; land-use=PF(paddy field),30.875,114.375
P04108,S9(10-20cm),Sum_PAH_ngg,61.52,ng/g,Table A1,soil,agricultural,Hubei,11 EPA PAHs sum(Nap+Acy+Ace+Flr+Phe+Ant+Flu+Pyr+BaA+Chr+BaP); missing BbF/BkF/IcdP/DahA/BghiP; depth 10-20cm; land-use=PF(paddy field),30.875,114.375
P04108,S9(10-20cm),BaP_ngg,7.99,ng/g,Table A1,soil,agricultural,Hubei,direct read from Table A1; depth 10-20cm; land-use=PF(paddy field),30.875,114.375
P04108,S10(0-10cm),Sum_PAH_ngg,82.47,ng/g,Table A1,soil,agricultural,Hubei,11 EPA PAHs sum(Nap+Acy+Ace+Flr+Phe+Ant+Flu+Pyr+BaA+Chr+BaP); missing BbF/BkF/IcdP/DahA/BghiP; depth 0-10cm; land-use=PF(paddy field),30.875,114.375
P04108,S10(0-10cm),BaP_ngg,22.67,ng/g,Table A1,soil,agricultural,Hubei,direct read from Table A1; depth 0-10cm; land-use=PF(paddy field),30.875,114.375
P04108,S10(10-20cm),Sum_PAH_ngg,76.96,ng/g,Table A1,soil,agricultural,Hubei,11 EPA PAHs sum(Nap+Acy+Ace+Flr+Phe+Ant+Flu+Pyr+BaA+Chr+BaP); missing BbF/BkF/IcdP/DahA/BghiP; depth 10-20cm; land-use=PF(paddy field),30.875,114.375
P04108,S10(10-20cm),BaP_ngg,4.87,ng/g,Table A1,soil,agricultural,Hubei,direct read from Table A1; depth 10-20cm; land-use=PF(paddy field),30.875,114.375
P04108,S11(0-10cm),Sum_PAH_ngg,330.28,ng/g,Table A1,soil,agricultural,Hubei,11 EPA PAHs sum(Nap+Acy+Ace+Flr+Phe+Ant+Flu+Pyr+BaA+Chr+BaP); missing BbF/BkF/IcdP/DahA/BghiP; depth 0-10cm; land-use=BL(barren land),30.875,114.375
P04108,S11(0-10cm),BaP_ngg,114.95,ng/g,Table A1,soil,agricultural,Hubei,direct read from Table A1; depth 0-10cm; land-use=BL(barren land),30.875,114.375
P04108,S11(10-20cm),Sum_PAH_ngg,62.8,ng/g,Table A1,soil,agricultural,Hubei,11 EPA PAHs sum(Nap+Acy+Ace+Flr+Phe+Ant+Flu+Pyr+BaA+Chr+BaP); missing BbF/BkF/IcdP/DahA/BghiP; depth 10-20cm; land-use=BL(barren land),30.875,114.375
P04108,S11(10-20cm),BaP_ngg,0.0,ng/g,Table A1,soil,agricultural,Hubei,direct read from Table A1; depth 10-20cm; land-use=BL(barren land),30.875,114.375
P04108,S12(0-10cm),Sum_PAH_ngg,249.43,ng/g,Table A1,soil,agricultural,Hubei,11 EPA PAHs sum(Nap+Acy+Ace+Flr+Phe+Ant+Flu+Pyr+BaA+Chr+BaP); missing BbF/BkF/IcdP/DahA/BghiP; depth 0-10cm; land-use=FL(farmland),30.875,114.375
P04108,S12(0-10cm),BaP_ngg,69.95,ng/g,Table A1,soil,agricultural,Hubei,direct read from Table A1; depth 0-10cm; land-use=FL(farmland),30.875,114.375
P04108,S12(10-20cm),Sum_PAH_ngg,126.62,ng/g,Table A1,soil,agricultural,Hubei,11 EPA PAHs sum(Nap+Acy+Ace+Flr+Phe+Ant+Flu+Pyr+BaA+Chr+BaP); missing BbF/BkF/IcdP/DahA/BghiP; depth 10-20cm; land-use=FL(farmland),30.875,114.375
P04108,S12(10-20cm),BaP_ngg,55.76,ng/g,Table A1,soil,agricultural,Hubei,direct read from Table A1; depth 10-20cm; land-use=FL(farmland),30.875,114.375
P04108,S13(0-10cm),Sum_PAH_ngg,187.51,ng/g,Table A1,soil,agricultural,Hubei,11 EPA PAHs sum(Nap+Acy+Ace+Flr+Phe+Ant+Flu+Pyr+BaA+Chr+BaP); missing BbF/BkF/IcdP/DahA/BghiP; depth 0-10cm; land-use=PF(paddy field),30.875,114.375
P04108,S13(0-10cm),BaP_ngg,28.1,ng/g,Table A1,soil,agricultural,Hubei,direct read from Table A1; depth 0-10cm; land-use=PF(paddy field),30.875,114.375
P04108,S13(10-20cm),Sum_PAH_ngg,208.92,ng/g,Table A1,soil,agricultural,Hubei,11 EPA PAHs sum(Nap+Acy+Ace+Flr+Phe+Ant+Flu+Pyr+BaA+Chr+BaP); missing BbF/BkF/IcdP/DahA/BghiP; depth 10-20cm; land-use=PF(paddy field),30.875,114.375
P04108,S13(10-20cm),BaP_ngg,36.02,ng/g,Table A1,soil,agricultural,Hubei,direct read from Table A1; depth 10-20cm; land-use=PF(paddy field),30.875,114.375
P04108,S14(0-10cm),Sum_PAH_ngg,73.01,ng/g,Table A1,soil,agricultural,Hubei,11 EPA PAHs sum(Nap+Acy+Ace+Flr+Phe+Ant+Flu+Pyr+BaA+Chr+BaP); missing BbF/BkF/IcdP/DahA/BghiP; depth 0-10cm; land-use=PF(paddy field),30.875,114.375
P04108,S14(0-10cm),BaP_ngg,27.67,ng/g,Table A1,soil,agricultural,Hubei,direct read from Table A1; depth 0-10cm; land-use=PF(paddy field),30.875,114.375
P04108,S14(10-20cm),Sum_PAH_ngg,225.32,ng/g,Table A1,soil,agricultural,Hubei,11 EPA PAHs sum(Nap+Acy+Ace+Flr+Phe+Ant+Flu+Pyr+BaA+Chr+BaP); missing BbF/BkF/IcdP/DahA/BghiP; depth 10-20cm; land-use=PF(paddy field),30.875,114.375
P04108,S14(10-20cm),BaP_ngg,22.52,ng/g,Table A1,soil,agricultural,Hubei,direct read from Table A1; depth 10-20cm; land-use=PF(paddy field),30.875,114.375
P04108,S15(0-10cm),Sum_PAH_ngg,106.61,ng/g,Table A1,soil,agricultural,Hubei,11 EPA PAHs sum(Nap+Acy+Ace+Flr+Phe+Ant+Flu+Pyr+BaA+Chr+BaP); missing BbF/BkF/IcdP/DahA/BghiP; depth 0-10cm; land-use=FL(farmland),30.875,114.375
P04108,S15(0-10cm),BaP_ngg,25.07,ng/g,Table A1,soil,agricultural,Hubei,direct read from Table A1; depth 0-10cm; land-use=FL(farmland),30.875,114.375
P04108,S15(10-20cm),Sum_PAH_ngg,63.47,ng/g,Table A1,soil,agricultural,Hubei,11 EPA PAHs sum(Nap+Acy+Ace+Flr+Phe+Ant+Flu+Pyr+BaA+Chr+BaP); missing BbF/BkF/IcdP/DahA/BghiP; depth 10-20cm; land-use=FL(farmland),30.875,114.375
P04108,S15(10-20cm),BaP_ngg,0.22,ng/g,Table A1,soil,agricultural,Hubei,direct read from Table A1; depth 10-20cm; land-use=FL(farmland),30.875,114.375
P04108,S16(0-10cm),Sum_PAH_ngg,119.74,ng/g,Table A1,soil,agricultural,Hubei,11 EPA PAHs sum(Nap+Acy+Ace+Flr+Phe+Ant+Flu+Pyr+BaA+Chr+BaP); missing BbF/BkF/IcdP/DahA/BghiP; depth 0-10cm; land-use=FL(farmland),30.875,114.375
P04108,S16(0-10cm),BaP_ngg,38.65,ng/g,Table A1,soil,agricultural,Hubei,direct read from Table A1; depth 0-10cm; land-use=FL(farmland),30.875,114.375
P04108,S16(10-20cm),Sum_PAH_ngg,138.23,ng/g,Table A1,soil,agricultural,Hubei,11 EPA PAHs sum(Nap+Acy+Ace+Flr+Phe+Ant+Flu+Pyr+BaA+Chr+BaP); missing BbF/BkF/IcdP/DahA/BghiP; depth 10-20cm; land-use=FL(farmland),30.875,114.375
P04108,S16(10-20cm),BaP_ngg,11.74,ng/g,Table A1,soil,agricultural,Hubei,direct read from Table A1; depth 10-20cm; land-use=FL(farmland),30.875,114.375
P04108,S17(0-10cm),Sum_PAH_ngg,139.67,ng/g,Table A1,soil,agricultural,Hubei,11 EPA PAHs sum(Nap+Acy+Ace+Flr+Phe+Ant+Flu+Pyr+BaA+Chr+BaP); missing BbF/BkF/IcdP/DahA/BghiP; depth 0-10cm; land-use=PGH(plastic greenhouse),30.875,114.375
P04108,S17(0-10cm),BaP_ngg,20.26,ng/g,Table A1,soil,agricultural,Hubei,direct read from Table A1; depth 0-10cm; land-use=PGH(plastic greenhouse),30.875,114.375
P04108,S17(10-20cm),Sum_PAH_ngg,241.21,ng/g,Table A1,soil,agricultural,Hubei,11 EPA PAHs sum(Nap+Acy+Ace+Flr+Phe+Ant+Flu+Pyr+BaA+Chr+BaP); missing BbF/BkF/IcdP/DahA/BghiP; depth 10-20cm; land-use=PGH(plastic greenhouse),30.875,114.375
P04108,S17(10-20cm),BaP_ngg,49.3,ng/g,Table A1,soil,agricultural,Hubei,direct read from Table A1; depth 10-20cm; land-use=PGH(plastic greenhouse),30.875,114.375
P04108,S18(0-10cm),Sum_PAH_ngg,139.68,ng/g,Table A1,soil,agricultural,Hubei,11 EPA PAHs sum(Nap+Acy+Ace+Flr+Phe+Ant+Flu+Pyr+BaA+Chr+BaP); missing BbF/BkF/IcdP/DahA/BghiP; depth 0-10cm; land-use=PF(paddy field),30.875,114.375
P04108,S18(0-10cm),BaP_ngg,56.16,ng/g,Table A1,soil,agricultural,Hubei,direct read from Table A1; depth 0-10cm; land-use=PF(paddy field),30.875,114.375
P04108,S18(10-20cm),Sum_PAH_ngg,180.08,ng/g,Table A1,soil,agricultural,Hubei,11 EPA PAHs sum(Nap+Acy+Ace+Flr+Phe+Ant+Flu+Pyr+BaA+Chr+BaP); missing BbF/BkF/IcdP/DahA/BghiP; depth 10-20cm; land-use=PF(paddy field),30.875,114.375
P04108,S18(10-20cm),BaP_ngg,2.35,ng/g,Table A1,soil,agricultural,Hubei,direct read from Table A1; depth 10-20cm; land-use=PF(paddy field),30.875,114.375
