序号,英文标题,中文标题,中文摘要
P03777,Heavy metal pollution and risk assessment of farmland soil around abandoned domestic waste dump in Kaifeng City,开封市废弃生活垃圾堆场周边农田土壤重金属污染及风险评价,为了清晰了解开封市东部郊区垃圾堆场周边农田土壤的重金属污染及潜在生态风险，为农田土壤重金属修复提供科学依据，本文同时采用单因子污染指数法、内梅罗综合污染指数法和Hakanson潜在生态风险法评价该区域农田重金属污染状况及潜在生态风险程度。利用ArcGIS软件绘制重金属污染和潜在生态风险的空间分布图。结果表明，该区域重金属平均值高于开封市土壤背景值，土壤重金属超标问题显著。在41个表层土壤样品中，Cd的重度和中度污染率分别高达15%和38%，Cd元素引起的潜在生态风险相当严重，超过35%的土壤样品处于较高的潜在生态风险中。综合评价结果显示，38%的样品为重度污染，23%的样品土壤处于较高的潜在生态风险中。空间分布特征显示，大多数重金属水平和潜在生态风险程度在垃圾堆场中心较高，向外辐射区逐渐降低。这意味着垃圾堆场的粉尘和渗滤液是重金属污染和潜在生态风险的主要原因。此外，村民将垃圾场的堆土作为油菜的土壤肥料回收，在一定程度上也导致了堆体污染物的转移。
P03778,Heavy metal pollution characteristics and potential ecological risk assessment of soils around three typical antimony mining areas and watersheds in China,中国三个典型锑矿区及流域周边土壤重金属污染特征及潜在生态风险评估,中国是全球最大的锑资源国。锑的开采和冶炼必然对矿区周边及下游农田产生重大影响。因此，有必要了解锑的污染特征并评估其潜在环境风险。本文以三个典型锑矿区为研究区域，分析了矿区和流域土壤中的重金属含量。采用单因子污染指数法、内梅罗综合污染指数法、地累积指数法和潜在生态风险指数法，综合评价了矿区周边土壤的污染状况和生态风险。冷水江锡矿周边土壤受As、Cd、Zn和Sb污染，属重度污染土壤，处于高生态风险水平。南丹茶山锑矿周边耕地土壤受As、Cd、Cu、Pb、Sb和Zn污染，属重度污染土壤，处于极高风险水平。旬阳锑矿周边土壤主要受Sb污染，属中度污染土壤，处于中等生态风险水平。结果显示，冷水江和南丹矿区土壤重金属总体处于高风险状态，很可能是由于金属矿石的冶炼、开采以及矿化岩石的风化所致。本研究旨在为中国锑矿区及流域周边的农田安全利用和污染控制提供科学依据。
P03789,Revealing underlying mechanisms affecting electrokinetic remediation of an artificially Cu- and Pb-contaminated loess using the external regulatory system with adsorbent,利用吸附剂外调控系统揭示人工Cu和Pb污染黄土电动修复的潜在机理,
P03816,Individual and combined contamination of oxytetracycline and cadmium inhibited nitrification by inhibiting ammonia oxidizers,土霉素和镉的单独及复合污染通过抑制氨氧化微生物抑制硝化作用,
P03861,Contributions of Plant Litter Decomposition to Soil Nutrients in Ecological Tea Gardens,生态茶园植物枯落物分解对土壤养分的贡献,植物枯落物分解及其对土壤养分的影响是生态系统物质循环的重要组成部分，理解这些过程对于物种选择和配置以促进生态茶园枯落物的有效利用至关重要。本研究利用原位枯落物分解方法，研究了贵州九安生态茶园中樟树、光皮桦、杉木、马尾松和茶树修剪叶的分解特征及其对土壤养分的影响。结果表明，阔叶树种的枯落物分解率高于针叶树种，半衰期为1.11–1.75年，周转期为4.79–7.57年。枯落物养分释放有两种模式：直接释放和淋溶-富集-释放。不同的枯落物对土壤养分的贡献不同；光皮桦和樟树枯落物增加了土壤有机碳、土壤全氮和土壤水解氮的含量。光皮桦枯落物增加了土壤全磷、有效磷和有效钾的含量，马尾松枯落物增加了土壤全钾和有效钾的含量；因此得出结论，光皮桦枯落物的分解对土壤养分含量有积极影响。因此，光皮桦是纳入生态茶园以提高其养分归还能力、维持肥力并总体促进茶园生态发展的良好选择。
P03867,"Spatial Distribution, Pollution Characteristics, and Health Risk Assessment of Heavy Metals in Soils from a Typical Agricultural County, East China",中国东部典型农业县土壤重金属空间分布、污染特征及健康风险评估,本研究采集了中国东部莱阳市1135个耕地表层土壤样品，分析了重金属（As、Cd、Cu、Cr、Hg、Ni、Pb 和 Zn）的分布、污染及健康风险。结果表明：(1) 部分采样点的8种重金属含量高于中国风险筛选值，存在重金属污染。(2) 利用改进的地累积指数评价土壤污染，改进前后的平均 I_geo 值分别为 0.32（无污染至中度污染）和 -0.04（无污染）。(3) Hg 和 Cd 是本研究中生态风险的主要贡献者，累积生态风险贡献百分比 > 65%。潜在生态风险指数（PERI）结果显示，9.3% 的采样点被认为具有中度生态风险。(4) As、Pb、Ni 和 Cu 通过不同暴露途径对成人和儿童的非致癌风险贡献率 > 95%，且不同的土壤摄入途径对成人的非致癌风险均不构成威胁；存在一个采样点的 HQ_Children > 1，这与非致癌风险位点一致，表明该地区及周边地区的儿童更容易面临双重健康风险。因此，有必要在研究区推进重金属风险管理，以安全利用土壤资源。
P03888,Long-Term Effect of Tamarisk Plantation on Soil Physical Properties and Soil Salt Distribution in Coastal Saline Land,柽柳造林对滨海盐土土壤物理性质及盐分分布的长期影响,通过种植耐盐植物进行沿海土地生态恢复已被广泛用于植被建设。本研究旨在评估柽柳灌木对沿海土壤物理质量引起的变化及其对土壤盐分分布的相应影响。野外研究在中国北方的沿海盐地进行，分别建立了5年生（T-5yr）和11年生（T-11yr）的柽柳人工林，并以荒地作为对照（CK）。研究考察了定量的土壤物理性质、土壤物理质量指数、土壤盐分分布以及盐分淋溶情况。结果表明，种植柽柳改善了沿海土壤的性质，且表层的改善程度高于深层。柽柳造林显著增加了土壤有机碳含量和pH值。它还促进了土壤大团聚物的形成和孔隙度的增加；然而，表层土壤的容重和含盐量有所下降。土壤物理质量指数与柽柳的根重密度呈正相关，且T-11年生林分的土壤物理质量指数最高，促进了支持根系生长的土壤物理功能并增强了抗土壤退化能力。此外，柽柳引起的土壤物理变化增强了雨季的盐分淋溶，有助于盐分在土壤剖面中的均匀分布。因此，柽柳植被通过植物-土壤相互作用和土壤结构改善的生态效益将沿海盐碱地转变为肥沃的土地，从而通过加速柽柳恢复后的盐分淋溶来防止自然土壤积盐。这项研究为柽柳对沿海土壤恢复的机制及其对盐分分布的调节提供了一些见解。
P03891,Suitability Evaluation of Tea Cultivation Using Machine Learning Technique at Town and Village Scales,基于机器学习的镇村级茶叶种植适宜性评价,茶叶种植适宜性评价对于提高茶叶产量和质量非常重要，可以避免盲目扩张并实现可持续发展；然而，迄今为止，缺乏镇村级尺度上的相关研究。本研究选取安徽省黄山市新明乡为研究区，该区是中国十大名茶之一太平猴魁的主产区。我们提出了一种基于机器学习的茶叶种植适宜性评价模型，通过比较逻辑回归（LR）、极限梯度提升（XGBoost）、自适应提升（AdaBoost）、梯度提升决策树（GBDT）、随机森林（RF）、高斯朴素贝叶斯（GNB）和多层感知器（MLP）来计算评价因子的权重精度。然后，我们选取了包括气候、土壤、地形和生态经济因素在内的12个因子，使用精度最高的RF计算评价因子权重，并获得了适宜性评价结果。结果表明，茶叶种植的高度适宜区、中度适宜区、一般适宜区和不适宜区分别占14.13%、27.25%、32.46%和26.16%。结合实地调研，高度适宜区主要分布在新明镇西北部，这与新明镇级茶叶种植分布一致。研究结果为支持镇村级茶叶种植土地配置决策和可持续绿色农业发展提供了科学参考。
P03931,"Contamination Levels and the Ecological and Human Health Risks of Potentially Toxic Elements (PTEs) in Soil of Baoshan Area, Southwest China",中国西南宝山地区土壤中潜在毒性元素的污染水平及其生态与健康风险,"本研究的主要目标是揭示中国西南宝山地区潜在毒性元素的环境状况及其生态风险和相关的健康风险，该研究区已完成1:250,000比例尺的地球化学填图。基于PTE浓度与中国土壤环境质量的比较，以及富集因子(EF)、地累积指数、污染因子、潜在生态风险指数以及潜在非致癌危害指数和致癌风险指数的评估，得出以下结论：研究区采集的表层土壤样品中，PTE浓度超过中国农用地土壤污染风险筛选值的点位占1.65%。镉和汞比其他PTEs（砷、铬、铅、铜、镍和锌）构成更高的生态风险，这与其毒性响应因子一致。砷是研究区对人类具有非致癌风险（儿童19.57%的点位，成人0.25%的点位）的主要PTE，也是唯一具有致癌风险的PTE（儿童2.67%的点位，成人0.76%的点位）。由于行为和生理特征，儿童比成人更容易受到健康风险的影响。地质成因是导致研究区PTE高浓度、生态风险和健康风险分布格局的主要原因。尽管目前的研究突出了该研究区PTE污染的几个重要方面，但还需要进一步调查，特别是在矿区。"
P03932,"Assessment of Soil Heavy Metal Pollution and Its Ecological Risk for City Parks, Vicinity of a Landfill, and an Industrial Area within Guangzhou, South China",中国南方广州市城市公园、垃圾填埋场附近及工业区土壤重金属污染评价及其生态风险,作为污染物的主要汇，城市土壤重金属污染及其对城市居民和生态系统的影响已成为最重要的环境问题之一。本研究利用地累积指数、改进的内梅罗指数、污染程度和污染安全指数四种指数，以及潜在生态风险指数，对广州市城市公园、垃圾填埋场附近和工业区采集的土壤样品进行了单项或综合重金属污染及其生态风险的评估。结果表明，根据地累积指数计算的改进内梅罗指数（IMN）适用于填埋场和工业区内的土壤重金属污染评估。对于城市公园采集的土壤，污染程度（mCd）比IMN更适用。Cd、Hg、Zn和As是广州市城市土壤的主要污染元素。广州市城市土壤的潜在生态风险主要由Cd和Hg引起。城市公园和工业区附近采集的土壤样品受到中度到重度甚至极严重的重金属污染。与公众的传统认知不同，垃圾填埋场附近土壤中重金属的生态影响与城市公园相似甚至更好。
